ID,Birth date,Birth place,Highschool graduation date,Highschool,Studies level,Degree,ESB entry date,Bac type,Current class,Semester 1 class,Degree level,Gender,Nationality,Class level,Previous class,Previous year result,Highschool graduation grade,Final score,Region
ID129,2003,Bizerte,2022,Lycee Menzel Bourguiba,1.0,LSG,2024,Bac Economie,1-LSG-4,1-LSG-4,1,F,TUNISIENNE,1,External,Admis(e),13.41,-1.0,Bizerte
ID130,2002,Sfax,2021,Lycee Hannibal Ariana,3.0,BA,2021,Bac Economie,1-BA-7,1-BA-7,1,F,TUNISIENNE,4,3-LSC-1,Admis(e) - Passable,10.0,-1.0,Sfax
ID131,2000,Siliana,2019,Lycee Sokra,3.0,MDSI,2023,Bac Economie,2-MDSI-3,2-MDSI-3,2,F,TUNISIENNE,5,1-MDSI-3,Admis(e) - Bien,10.41,-1.0,Ariana
ID132,2005,Houmt Souk Jerba,2024,Lycee Ibn Arafa Jerba,0.0,LSG,2024,Bac Economie,1-LSG-4,1-LSG-4,1,F,TUNISIENNE,1,External,Admis(e),11.57,-1.0,Ariana
ID133,2003,Les Berges Du Lac,2022,Lycee Jeune Fille Bizerte,0.0,LBC,2024,Bac Economie,1-LBC-14,1-LBC-14,1,F,TUNISIENNE,1,External,Admis(e),10.57,-1.0,Bizerte
ID134,2003,Tunis,2022,Lycee Radhia Haded El Omrane,0.0,LSG,2024,Bac Sciences,1-LSG-4,1-LSG-4,1,M,TUNISIENNE,1,External,Admis(e),9.13,-1.0,Tunis
ID135,1999,Bizerte,2019,Lycee Ras Jebel,3.0,MDSI,2023,Bac Informatique,2-MDSI-4,2-MDSI-4,2,F,TUNISIENNE,5,1-MDSI-4,Admis(e) - Bien,10.28,-1.0,Bizerte
ID136,2003,Tunis,2022,Lycee Hajeb Layoun Kairwan,0.0,LBC,2022,Bac Technique,2-LBC-12,2-LBC-12,2,M,TUNISIENNE,2,1-LBC-2,Admis(e) - Missing credits,9.71,-1.0,Kairouan
ID137,2004,Tunis,2023,Lycee Ibn Abi Dhief La Manouba,1.0,LSG,2024,Bac Economie,2-LSG-4,2-LSG-4,2,F,TUNISIENNE,2,1-LSG-4,Admis(e),10.39,-1.0,La Manouba
ID138,1998,Bizerte,2018,Lycee Bizerte,3.0,FIND,2024,Bac Economie,1-FIND-1,1-FIND-1,4,F,TUNISIENNE,4,External,Admis(e),9.35,-1.0,Bizerte
ID139,2003,Tunis,2022,Lycee Rades,0.0,LSG,2022,Bac Informatique,3-LSG-1,3-LSG-1,3,M,TUNISIENNE,3,2-LSG-6,Admis(e),10.05,-1.0,Ben Arous
ID140,2001,Béja,2020,Lycee Liberté Jendouba,3.0,MDSI,2023,Bac Sciences,2-MDSI-3,2-MDSI-3,2,F,TUNISIENNE,5,1-MDSI-3,Admis(e) - Bien,10.24,-1.0,Jendouba
ID141,2005,Tunisie,2024,Lycee Technique Rades,0.0,LSG,2024,Bac Economie,1-LSG-3,1-LSG-3,1,M,TUNISIENNE,1,External,Admis(e),10.76,-1.0,Ariana
ID142,2001,Aryena,2022,Lycee Tunisie,0.0,LSG,2022,Bac Economie,3-LSG-2,3-LSG-2,3,M,TUNISIENNE,3,2-LSG-2,Admis(e),9.18,-1.0,Ariana
ID143,2001,Tebourba,2020,Lycee Hannibal Tebourba,3.0,BA,2024,Bac Economie,1-BA-7,1-BA-7,1,M,TUNISIENNE,4,External,Admis(e),12.65,-1.0,La Manouba
ID144,2005,Tunis,2024,Lycee Cité Rafeha Mnihla,0.0,LSG,2024,Bac Economie,1-LSG-2,1-LSG-2,1,F,TUNISIENNE,1,External,Admis(e),9.12,-1.0,Ariana
ID145,2004,Kairouan,2022,Lycee Kairouan,0.0,LSG,2022,Bac Math,3-LSC-1,3-LSC-1,3,M,TUNISIENNE,3,2-LSC-1,Admis(e) - Bien,10.16,-1.0,Kairouan
ID146,2001,Tunis,2020,Lycee Mornaguia,0.0,LSG,2023,Bac Economie,2-LSG-3,2-LSG-3,2,M,TUNISIENNE,2,1-LSG-9,Admis(e) - Missing credits,9.27,-1.0,La Manouba
ID147,2002,Tunis,2022,Lycee Tunis,0.0,LBC,2023,Bac Economie,2-LBC-6,2-LBC-6,2,M,TUNISIENNE,2,1-LBC-16,Admis(e) - Missing credits,10.88,-1.0,Tunis
ID148,2002,Tunis,2021,Lycee Manouba,0.0,LBC,2021,Bac Technique,3LBC-BIS-1,3LBC-BIS-1,3,M,TUNISIENNE,3,2-LBC-BIS1,Admis(e) - Passable,12.37,-1.0,La Manouba
ID149,2002,Tunis,2021,Lycee Manouba,0.0,LBC,2021,Bac Technique,2-LBC-6,2-LBC-6,2,M,TUNISIENNE,2,1-LBC-9,Admis(e) - Passable,10.44,-1.0,La Manouba
ID150,2001,Ezzahra,2020,Lycee Farhat Hached Rades,3.0,MKD,2023,Bac Math,2-MKD-1,2-MKD-1,2,M,TUNISIENNE,5,1-MKD-1,Admis(e) - Bien,11.5,-1.0,Ben Arous
ID151,1992,Ben Aoun,2011,Lycee Ben Aoun,3.0,MDSI,2023,Bac Sciences,2-MDSI-2,2-MDSI-2,2,F,TUNISIENNE,5,1-MDSI-2,Admis(e) - Bien,11.88,-1.0,Sidi Bouzid
ID152,2003,Tunis,2022,Lycee Mourouj 4,0.0,LBC,2022,Bac Informatique,3LBC-BIS-5,3LBC-BIS-5,3,M,TUNISIENNE,3,2-LBC-BIS5,Admis(e) - Passable,11.22,-1.0,Ben Arous
ID153,2000,Tunis,2021,Lycee Tunis,0.0,LSG,2021,Bac Economie,3-LSC-1,3-LSC-1,3,F,TUNISIENNE,3,2-LSC-2,Admis(e) - Passable,11.05,-1.0,Tunis
ID154,2005,Sfax,2024,Lycee Sfax,0.0,LBC,2024,Bac Technique,1-LBC-14,1-LBC-14,1,F,TUNISIENNE,1,External,Admis(e),11.7,-1.0,Sfax
ID155,2004,Tunis,2023,Lycee Kairouan,0.0,LBC,2024,Bac Economie,1-LBC-7,1-LBC-7,1,F,TUNISIENNE,1,External,Admis(e),12.48,-1.0,La Manouba
ID156,2001,Tunis,2021,Lycee Manouba,3.0,FIND,2024,Bac Economie,1-FIND-1,1-FIND-1,4,F,TUNISIENNE,4,External,Admis(e),9.67,-1.0,La Manouba
ID157,2001,Tunis,2021,Lycee Rades,0.0,LBC,2023,Bac Economie,2-LBC-4,2-LBC-4,2,F,TUNISIENNE,2,1-LBC-7,Admis(e) - Missing credits,11.9,-1.0,Ben Arous
ID158,2002,Tunisie,2022,Lycee Soliman,0.0,LSG,2022,Bac Economie,3-LSG-4,3-LSG-4,3,F,TUNISIENNE,3,2-LSG-6,Admis(e) - Passable,10.54,-1.0,Nabeul
ID159,1999,Menzah 6,2021,Lycee Jeunes Filles Bizerte,0.0,LSG,2024,Bac Economie,1-LSG-5,1-LSG-5,1,M,TUNISIENNE,1,External,Admis(e),10.19,-1.0,Bizerte
ID160,2002,Tunis,2022,Lycee Mourouj 4,0.0,LBC,2022,Bac Economie,2-LBC-5,2-LBC-5,2,M,TUNISIENNE,2,1-LBC-8,Admis(e) - Missing credits,9.18,-1.0,Ben Arous
ID161,2000,Paris,2021,Lycee Tunis,3.0,BA,2023,Bac Economie,1-BA-5,1-BA-5,1,M,TUNISIENNE,4,3LBC-BIS-5,Redouble,10.0,-1.0,Tunis
ID162,2004,Mahdia,2023,Lycee Mahdia,0.0,LSG,2023,Bac Sciences,2-LSG-1,2-LSG-1,2,F,TUNISIENNE,2,1-LSG-1,Admis(e) - Bien,10.21,-1.0,Mahdia
ID163,2001,Tunis,2021,Lycee Mourouj 1,3.0,BA,2024,Bac Math,1-BA-3,1-BA-3,1,F,TUNISIENNE,4,External,Admis(e),12.19,-1.0,Ben Arous
ID164,2005,Tunis,2024,Lycee Tunis,0.0,LBC,2024,Bac Economie,1-LBC-2,1-LBC-2,1,F,TUNISIENNE,1,External,Admis(e),11.89,-1.0,Tunis
ID165,2000,La Marsa,2019,Lycee Carthage Hannibal Tunis,3.0,BA,2024,Bac Informatique,1-BA-1,1-BA-7,1,M,TUNISIENNE,4,External,Admis(e),12.93,-1.0,Tunis
ID166,2004,Siliana,2023,Lycee Siliana,0.0,LSG,2023,Bac Economie,2-LSG-4,2-LSG-4,2,F,TUNISIENNE,2,1-LSG-4,Admis(e),12.03,-1.0,Siliana
ID167,2005,Zarzis,2024,Lycee Technique Zarzis,0.0,LBC,2024,Bac Sciences,1-LBC-12,1-LBC-12,1,F,TUNISIENNE,1,External,Admis(e),10.64,-1.0,Médenine
ID168,2006,Tunis,2024,Lycee Diament Mechket,0.0,LBC,2024,Bac Sciences,1-LBC-3,1-LBC-3,1,F,TUNISIENNE,1,External,Admis(e),10.78,-1.0,Tunis
ID169,2004,Ariana,2023,Lycee Ariana,0.0,LSG,2023,Bac Economie,2-LSC-2,2-LSC-2,2,F,TUNISIENNE,2,1-LSG-5,Admis(e) - Bien,9.09,-1.0,Ariana
ID170,1999,Tunis,2020,Lycee Tunis,3.0,CCA,2023,Bac Math,2-MCCA-1,2-MCCA-1,2,M,TUNISIENNE,5,1-MCCA-1,Admis(e) - Passable,11.06,-1.0,Tunis
ID171,2003,Kélibia,2023,Lycee Cité El Bostene Kelibia,0.0,LBC,2023,Bac Economie,2-LBC-8,2-LBC-8,2,F,TUNISIENNE,2,1-LBC-11,Admis(e) - Passable,9.59,-1.0,Ariana
ID172,1998,Tunis,2018,Lycee Ariana,0.0,MDSI,2023,Bac Sciences,2-MDSI-5,2-MDSI-5,2,F,TUNISIENNE,5,2-DSI-A3-1,Admis(e) - Passable,9.64,61.36,Ariana
ID173,2001,Monastir,2019,Lycee Sahline,3.0,BA,2021,Bac Technique,1-BA-1,1-BA-1,1,M,TUNISIENNE,4,External,Admis(e),11.18,-1.0,Monastir
ID174,2005,Tunis,2024,Lycee Khair Eddine Bacha Ariana,0.0,LBC,2024,Bac Informatique,1-LBC-6,1-LBC-6,1,M,TUNISIENNE,1,External,Admis(e),9.92,-1.0,Ariana
ID175,2001,Siliana,2020,Lycee Pilote Siliana,0.0,LSG,2023,Bac Sciences,2-LSG-5,2-LSG-5,2,F,TUNISIENNE,2,1-LSG-5,Admis(e) - Bien,14.86,-1.0,Siliana
ID176,1993,Beja,2012,Lycee Tunis,3.0,MDSI,2021,Bac Informatique,1-MDSI-1,1-MDSI-1,1,F,TUNISIENNE,4,External,Admis(e),12.0,-1.0,Ariana
ID177,2003,Mahdia,2021,Lycee Mahdia,0.0,LBC,2021,Bac Sciences,3LBC-BIS-7,3LBC-BIS-7,3,M,TUNISIENNE,3,2-LBC-BIS8,Admis(e),14.69,-1.0,Mahdia
ID178,2004,El Menzah 6,2023,Lycee Mourouj 1,0.0,LBC,2023,Bac Informatique,2-LBC-13,2-LBC-13,2,M,TUNISIENNE,2,1-LBC-3,Admis(e) - Passable,10.12,-1.0,Ben Arous
ID179,2003,Sfax,2022,Lycee Ezzahra,0.0,LSG,2022,Bac Economie,2-LSG-5,2-LSG-5,2,F,TUNISIENNE,2,1-LSG-5,Admis(e) - Passable,11.71,-1.0,Ben Arous
ID180,1998,Jendouba,2017,Lycee Khmaies El Hajri Jendouba,3.0,LSG,2023,Bac Sciences,2-GAMMA-1,2-GAMMA-1,2,M,TUNISIENNE,5,1-GAMMA-1,Admis(e) - Passable,11.37,-1.0,Jendouba
ID181,2004,Beja,2023,Lycee Nefza,0.0,LSG,2023,Bac Economie,2-LSC-1,2-LSC-1,2,F,TUNISIENNE,2,1-LSG-7,Admis(e) - Missing credits,10.16,-1.0,Béja
ID182,2004,Menzah 6,2023,Lycee Les Ecoles Idéales Ariana,0.0,LSG,2023,Bac Economie,2-LSG-3,2-LSG-3,2,F,TUNISIENNE,2,1-LSG-3,Admis(e) - Missing credits,10.04,-1.0,Ariana
ID183,2001,Tunis,2021,Lycee Mateur,0.0,LSG,2023,Bac Math,2-LSC-1,2-LSC-1,2,F,TUNISIENNE,2,1-LSG-1,Admis(e) - Bien,10.86,-1.0,Bizerte
ID184,2003,Tunis,2023,Lycee Hrairia2,0.0,LSG,2023,Bac Economie,2-LSG-6,2-LSG-6,2,M,TUNISIENNE,2,1-LSG-6,Admis(e) - Missing credits,10.06,-1.0,Tunis
ID185,2004,Tunis,2023,Lycee Nasr,0.0,LBC,2023,Bac Economie,2-LBC-7,2-LBC-7,2,M,TUNISIENNE,2,1-LBC-10,Admis(e) - Passable,12.45,-1.0,Ariana
ID186,1995,Hammam-Lif,2014,Lycee Hammam-Lif,1.0,LBC,2014,Bac Math,2-LBC-12,2-LBC-12,2,M,TUNISIENNE,2,1-LBC-12,Admis(e),14.18,-1.0,Ben Arous
ID187,2005,Tunis,2024,Lycee Mourouj 1 Ben Arous,0.0,LBC,2024,Bac Informatique,1-LBC-2,1-LBC-2,1,F,TUNISIENNE,1,External,Admis(e),10.32,-1.0,Ben Arous
ID188,1993,Tunis,2013,Lycee Bougarnine Ben Arous,0.0,LBC,2024,Bac Sciences,1-LBC-12,1-LBC-12,1,F,TUNISIENNE,1,External,Admis(e),10.0,-1.0,Ben Arous
ID189,2003,Tunis,2023,Lycee Bab El Khadra,0.0,LBC,2023,Bac Economie,2-LBC-9,2-LBC-9,2,F,TUNISIENNE,2,1-LBC-12,Admis(e) - Passable,10.39,-1.0,Tunis
ID190,2000,Tunis,2019,Lycee Tunis,3.0,MDSI,2024,Bac Economie,1-MDSI-2,1-MDSI-2,1,M,TUNISIENNE,4,External,Admis(e),10.22,-1.0,Tunis
ID191,2004,Tunis,2023,Lycee Hrairia,0.0,LBC,2023,Bac Economie,2-LBC-8,2-LBC-8,2,F,TUNISIENNE,2,1-LBC-11,Admis(e) - Bien,10.94,-1.0,Tunis
ID192,2003,Tunis,2022,Lycee Ennasr 2,0.0,LBC,2024,Bac Economie,1-LBC-5,1-LBC-5,1,M,TUNISIENNE,1,External,Admis(e),12.46,-1.0,Ariana
ID193,2004,Tunis,2023,Lycee Dar El Maaref Manzeh 6,0.0,LBC,2023,Bac Economie,2-LBC-13,2-LBC-13,2,M,TUNISIENNE,2,1-LBC-3,Admis(e) - Passable,9.93,-1.0,Ariana
ID194,2003,Bizerte,2022,Lycee Frhat Hached Bizerte,0.0,LBC,2024,Bac Technique,1-LBC-3,1-LBC-3,1,F,TUNISIENNE,1,External,Admis(e),11.52,-1.0,Bizerte
ID195,2003,Tunis,2024,Lycee Ecole International De Carthage,0.0,LBC,2024,Bac Technique,1-LBC-3,1-LBC-3,1,M,TUNISIENNE,1,External,Admis(e),11.21,-1.0,Bizerte
ID196,2003,Nabeul,2022,Lycee Nabeul,0.0,LSG,2022,Bac Economie,2-LSG-3,2-LSG-3,2,M,TUNISIENNE,2,1-LSG-8,Admis(e) - Missing credits,10.65,-1.0,Nabeul
ID197,2000,Sfax,2019,Lycee Mongi Selim Sfax,0.0,LBC,2024,Bac Technique,1-LBC-14,1-LBC-14,1,M,TUNISIENNE,1,External,Admis(e),11.0,-1.0,Sfax
ID198,2003,Tunis,2023,Lycee Tunis,0.0,LSG,2023,Bac Sciences,2-LSG-1,2-LSG-1,2,F,TUNISIENNE,2,1-LSG-1,Admis(e) - Passable,9.9,-1.0,Tunis
ID199,2002,Djerba,2020,Lycee Zarzis,3.0,BA,2023,Bac Sciences,2-BA-5,2-BA-5,2,F,TUNISIENNE,5,1-BA-5,Admis(e) - Bien,13.94,-1.0,Médenine
ID200,2005,Tunis,2024,Lycee L Aouina,0.0,LBC,2024,Bac Informatique,1-LBC-14,1-LBC-14,1,M,TUNISIENNE,1,External,Admis(e),10.41,-1.0,Tunis
ID201,2003,Tunis,2021,Lycee Tunis,0.0,LMAD,2021,Bac Sciences,3-LMAD-1,3-LMAD-1,3,M,TUNISIENNE,3,2-LMAD-1,Admis(e) - Bien,15.05,-1.0,Tunis
ID202,2004,Tunis,2024,Lycee Menzah 9,0.0,LBC,2024,Bac Economie,1-LBC-9,1-LBC-9,1,M,TUNISIENNE,1,External,Admis(e),11.0,-1.0,Tunis
ID203,2003,Tunis,2024,Lycee Scondaire Privee Menzah Blaich,0.0,LBC,2024,Bac Economie,1-LBC-8,1-LBC-8,1,M,TUNISIENNE,1,External,Admis(e),9.32,-1.0,Ariana
ID204,1991,Tunis,2010,Lycee Bechir Elnabheni,3.0,BA,2023,Bac Math,2-BA-2,2-BA-2,2,F,TUNISIENNE,5,1-BA-2,Admis(e) - Bien,13.11,-1.0,Ben Arous
ID205,2003,Bizerte,2023,Lycee Bizerte,0.0,LBC,2023,Bac Technique,1-LBC-13,1-LBC-13,1,M,TUNISIENNE,1,1-LBC-8,Redouble,10.17,-1.0,Bizerte
ID206,2005,Bizerte,2024,Lycee L'Exelence Bizerte,0.0,LSG,2024,Bac Economie,1-LSG-7,1-LSG-7,1,F,TUNISIENNE,1,External,Admis(e),10.53,-1.0,Bizerte
ID207,2000,Nabeul,2019,Lycee Mahmoud Messadi Nabeul,3.0,MKD,2024,Bac Technique,1-MKD-2,1-MKD-2,1,M,TUNISIENNE,4,External,Admis(e),10.81,-1.0,Nabeul
ID208,2003,Tunis,2022,Lycee Menzah6,0.0,LBC,2022,Bac Economie,3-LBC-BI-2,3-LBC-BI-2,3,F,TUNISIENNE,3,2-LBC-BI-2,Admis(e) - Passable,12.42,-1.0,Ariana
ID209,2004,Tunis,2024,Lycee Hasan Hosni Abdelwahab,0.0,LBC,2024,Bac Informatique,1-LBC-11,1-LBC-11,1,F,TUNISIENNE,1,External,Admis(e),10.24,-1.0,Ariana
ID210,2003,Ezzahra,2022,Lycee Ariana,0.0,LBC,2023,Bac Economie,2-LBC-7,2-LBC-7,2,F,TUNISIENNE,2,1-LBC-16,Admis(e) - Passable,12.95,-1.0,Ariana
ID211,2002,Gafsa,2021,Lycee Gafsa,0.0,LSG,2021,Bac Sciences,3-LSG-5,3-LSG-5,3,M,TUNISIENNE,3,2-LSG-6,Admis(e) - Passable,10.01,-1.0,Gafsa
ID212,2002,Gabes,2020,Lycee Abou Loubaba Gabes,3.0,BA,2024,Autre Bac,1-BA-5,1-BA-5,1,M,TUNISIENNE,4,3-LBC-BI-2,Admis(e) - Bien,10.0,-1.0,Tunis
ID213,2004,Le Kef,2023,Lycee Dahmani,0.0,LSG,2023,Bac Sciences,2-LSG-6,2-LSG-6,2,F,TUNISIENNE,2,1-LSG-6,Admis(e) - Missing credits,10.57,-1.0,Le Kef
ID214,2000,Tunis,2019,Lycee Tunis,3.0,FIND,2023,Bac Economie,2-FIND-1,2-FIND-1,2,F,TUNISIENNE,5,1-FIND-1,Admis(e) - Passable,10.98,-1.0,Ariana
ID215,2001,Manzel Bourguiba,2021,Lycee Avicenne,3.0,MDSI,2021,Bac Technique,1-MDSI-3,1-MDSI-3,1,M,TUNISIENNE,4,3LBC-BIS-4,Admis(e) - Bien,12.0,-1.0,Tunis
ID216,2004,Tunis,2023,Lycee Borj Cedria,0.0,LBC,2023,Bac Economie,2-LBC-11,2-LBC-11,2,M,TUNISIENNE,2,1-LBC-1,Admis(e) - Passable,11.01,-1.0,Ben Arous
ID217,2004,Tunis,2024,Lycee Megrine,0.0,LBC,2024,Bac Economie,1-LBC-11,1-LBC-11,1,M,TUNISIENNE,1,External,Admis(e),10.18,-1.0,Ben Arous
ID218,2004,Tunis,2023,Lycee Megrine,0.0,LBC,2023,Bac Economie,2-LBC-7,2-LBC-7,2,F,TUNISIENNE,2,1-LBC-10,Admis(e) - Passable,11.02,-1.0,Ben Arous
ID219,2002,Tunis,2021,Lycee Mahmoud Attia Khaznadar,3.0,BA,2024,Bac Sciences,1-BA-7,1-BA-7,4,M,TUNISIENNE,4,External,Admis(e),11.91,-1.0,Ariana
ID220,2000,Djerba,2020,Lycee Midoun,0.0,LBC,2020,Bac Informatique,3LBC-BIS-5,3LBC-BIS-5,3,M,TUNISIENNE,3,2-LBC-BIS5,Admis(e) - Passable,10.49,-1.0,Médenine
ID221,2000,Rades,2019,Lycee  Ben Aorus,3.0,BA,2024,Bac Economie,1-BA-7,1-BA-7,4,M,TUNISIENNE,4,External,Admis(e),12.7,-1.0,Ben Arous
ID222,2002,Tunis,2024,Lycee Rue De Russie Tunis,0.0,LBC,2024,Bac Economie,1-LBC-13,1-LBC-13,1,F,TUNISIENNE,1,External,Admis(e),10.93,-1.0,Tunis
ID223,2005,Tunis,2023,Lycee Keireddine Ariana,0.0,LBC,2023,Bac Economie,2-LBC-1,2-LBC-1,2,F,TUNISIENNE,2,1-LBC-4,Admis(e) - Missing credits,10.05,-1.0,Ariana
ID224,2004,Béja,2023,Lycee 02 Mars Béja,0.0,LBC,2023,Bac Technique,2-LBC-4,2-LBC-4,2,F,TUNISIENNE,2,1-LBC-15,Admis(e) - Passable,10.46,-1.0,Béja
ID225,2002,Menzah 6,2022,Lycee Ghazela,0.0,LSG,2022,Bac Economie,2-LSC-2,2-LSC-2,2,F,TUNISIENNE,2,1-LSG-5,Admis(e) - Passable,9.36,-1.0,Ariana
ID226,2000,Tunis,2019,Lycee Tunis,3.0,BA,2023,Bac Sciences,2-BA-2,2-BA-2,2,F,TUNISIENNE,5,1-BA-2,Admis(e) - Bien,15.07,-1.0,Tunis
ID227,2003,Jendouba,2022,Lycee Jendouba,0.0,LSG,2022,Bac Technique,3-LSG-3,3-LSG-3,3,M,TUNISIENNE,3,2-LSG-6,Admis(e) - Passable,10.18,-1.0,Jendouba
ID228,2004,Sousse,2023,Lycee Sousse,0.0,LBC,2023,Bac Sciences,2-LBC-3,2-LBC-3,2,F,TUNISIENNE,2,1-LBC-6,Admis(e) - Passable,9.77,-1.0,Sousse
ID229,2001,Sidi Ali Hattab,2024,Lycee Asdrubal Le Bardo,0.0,LSG,2024,Bac Economie,1-LSG-7,1-LSG-7,1,F,TUNISIENNE,1,External,Admis(e),10.55,-1.0,La Manouba
ID230,1999,Tunis,2020,Lycee Ariana,3.0,MDSI,2023,Bac Economie,2-MDSI-3,2-MDSI-3,2,F,TUNISIENNE,5,1-MDSI-3,Admis(e) - Bien,10.26,-1.0,Ariana
ID231,2003,Tunis,2021,Lycee Ariana,0.0,LBC,2021,Bac Economie,3-LBC-BI-3,3-LBC-BI-3,3,F,TUNISIENNE,3,2-LBC-BI-4,Admis(e) - Bien,12.24,-1.0,Ariana
ID232,2000,Tunis,2021,Lycee El Mahdia Tunis,0.0,LBC,2023,Bac Economie,2-LBC-9,2-LBC-9,2,M,TUNISIENNE,2,1-LBC-14,Admis(e) - Missing credits,10.0,-1.0,Ariana
ID233,1999,La Marsa,2018,Lycee Ali Douaagi Marsa,3.0,BA,2023,Bac Sciences,2-BA-4,2-BA-4,2,F,TUNISIENNE,5,1-BA-4,Admis(e) - Passable,11.15,-1.0,Tunis
ID234,2006,Tunis,2024,Lycee Pere Blanc,0.0,LBC,2024,Bac Economie,1-LBC-6,1-LBC-6,1,M,TUNISIENNE,1,External,Admis(e),12.59,-1.0,Ariana
ID235,1997,Tunis,2016,Lycee Borj Cedria,3.0,BA,2023,Bac Economie,2-BA-6,2-BA-6,2,M,TUNISIENNE,5,1-BA-6,Admis(e) - Passable,11.93,-1.0,Ben Arous
ID236,2004,Tunis,2024,Lycee Menzah 6,0.0,LSG,2024,Bac Economie,1-LSG-5,1-LSG-5,1,M,TUNISIENNE,1,External,Admis(e),10.25,-1.0,Ariana
ID237,2004,Hammem Sousse,2024,Lycee Monastir,0.0,LSG,2024,Bac Economie,1-LSG-7,1-LSG-7,1,F,TUNISIENNE,1,External,Admis(e),10.0,-1.0,Monastir
ID238,2001,Tunis,2020,Lycee Tunis,3.0,MKD,2023,Bac Economie,2-MKD-1,2-MKD-1,2,M,TUNISIENNE,5,1-MKD-1,Admis(e) - Bien,11.86,-1.0,Tunis
ID239,2001,Sfax,2021,Lycee Privé Ibn Chabbat,3.0,BA,2021,Bac Economie,1-BA-8,1-BA-8,1,M,TUNISIENNE,4,3-LBC-BI-2,Admis(e) - Bien,10.0,-1.0,Sfax
ID240,2002,Ariana,2023,Lycee Menzah 6 Ariana,0.0,LBC,2023,Bac Economie,2-LBC-4,2-LBC-4,2,M,TUNISIENNE,2,1-LBC-7,Admis(e) - Missing credits,9.5,-1.0,Ariana
ID241,2004,Ariana,2023,Lycee Ennasr,0.0,LBC,2023,Bac Economie,2-LBC-7,2-LBC-7,2,M,TUNISIENNE,2,1-LBC-10,Admis(e) - Passable,10.11,-1.0,Ariana
ID242,2005,La Marsa,2024,Lycee Dar Fadhal La Soukra,0.0,LSG,2024,Bac Economie,1-LSG-5,1-LSG-5,1,F,TUNISIENNE,1,External,Admis(e),11.89,-1.0,Ariana
ID243,2004,Kélibia,2023,Lycee Abd Laziz Khouja,0.0,LSG,2023,Bac Economie,2-LSC-1,2-LSC-1,2,F,TUNISIENNE,2,1-LSG-5,Admis(e) - Passable,11.01,-1.0,Nabeul
ID244,2002,Tunis,2023,Lycee Tunis,0.0,LBC,2023,Bac Economie,1-LBC-11,1-LBC-11,1,M,TUNISIENNE,1,1-LBC-10,Redouble,10.72,-1.0,Tunis
ID245,2005,Tunis,2024,Lycee Tunis,0.0,LSG,2024,Bac Economie,1-LSG-6,1-LSG-6,1,M,TUNISIENNE,1,External,Admis(e),9.87,-1.0,Ariana
ID246,2003,Tunis,2023,Lycee Mateur,0.0,LSG,2023,Bac Economie,2-LSG-1,2-LSG-1,2,M,TUNISIENNE,2,1-LSG-1,Admis(e) - Missing credits,10.04,-1.0,Bizerte
ID247,2005,Tunis,2024,Lycee Mohamed Attiya,0.0,LBC,2024,Bac Economie,1-LBC-13,1-LBC-13,1,F,TUNISIENNE,1,External,Admis(e),10.38,-1.0,Tunis
ID248,2003,Tunis,2022,Lycee Tunis,0.0,LBC,2022,Bac Economie,2-LBC-9,2-LBC-9,2,F,TUNISIENNE,2,1-LBC-9,Admis(e),13.25,-1.0,Tunis
ID249,2002,Tunis,2022,Lycee L'Aouina 2,0.0,LBC,2023,Bac Economie,2-LBC-9,2-LBC-9,2,M,TUNISIENNE,2,1-LBC-14,Admis(e) - Missing credits,12.2,-1.0,Tunis
ID250,2001,Beja,2021,Lycee Mixte Ibn El Haythem Beja,3.0,MDSI,2021,Bac Sciences,1-MDSI-3,1-MDSI-3,1,M,TUNISIENNE,4,3-LBC-BI-1,Admis(e) - Passable,10.0,-1.0,Tunis
ID251,1988,Genova Italie,2007,Lycee Bab El Khadhra,3.0,MDSI,2023,Bac Math,2-MDSI-1,2-MDSI-1,2,F,TUNISIENNE,5,1-MDSI-1,Admis(e) - Bien,13.8,-1.0,Ariana
ID252,2002,Nabeul,2023,Lycee 02 Mars Korba,0.0,LSG,2023,Bac Economie,2-LSG-1,2-LSG-1,2,F,TUNISIENNE,2,1-LSG-1,Admis(e) - Missing credits,11.26,-1.0,Nabeul
ID253,2001,Nabeul,2022,Lycee,0.0,LBC,2022,Bac Economie,3-LBC-BI-2,3-LBC-BI-2,3,F,TUNISIENNE,3,2-LBC-BI-1,Admis(e),9.54,-1.0,Ariana
ID254,2003,Korba,2023,Lycee Privé Roukei Korba,0.0,LSG,2023,Bac Economie,2-LSG-1,2-LSG-1,2,M,TUNISIENNE,2,1-LSG-1,Admis(e),9.88,-1.0,Nabeul
ID255,2002,Nabeul,2021,Lycee Pilote Nabeul,3.0,BA,2024,Bac Technique,1-BA-1,1-BA-1,1,M,TUNISIENNE,4,External,Admis(e),16.3,-1.0,Nabeul
ID256,1997,Kasserine,2016,Lycee Kasserine,3.0,BA,2021,Bac Math,1-BA-3,1-BA-3,1,F,TUNISIENNE,4,External,Admis(e),10.04,-1.0,Kasserine
ID257,2003,Tunis,2022,Lycee Ariana,0.0,LSG,2022,Bac Sciences,3-LSG-6,3-LSG-6,3,F,TUNISIENNE,3,2-LSG-4,Admis(e) - Bien,15.06,-1.0,Ariana
